Member_number,Date,itemDescription
3726,03-09-2014,A Blooming Hill 2009 Chardonnay
1429,19-10-2014,A to Z Wine
2928,04-11-2014,A Grower's Touch Durif
3482,13-01-2014,A&D Monólogo Sauvignon Blanc P704
2410,06-12-2014,A Gust of Sun (except 2010 Niagara)
4448,11-12-2014,Adastra 2011 Merlot
3095,08-05-2014,A Grower's Touch Durif
4445,25-04-2014,A Blooming Hill 2009 Pinot Noir
3148,23-04-2014,Abel Charlot Brut NV
4746,08-07-2014,A&D Monólogo Avesso P67 Essência
2814,10-06-2014,A Blooming Hill 2008 Pinot Noir
4494,08-11-2014,A&D Quinta Dos Espinhosos
2631,29-09-2014,A Blooming Hill 2008 Pinot Noir
3021,15-11-2014,A Gust of Sun (except 2010 Niagara)
1530,05-09-2014,A&D Singular
4202,12-07-2014,A Grower's Touch Chadronnay
3931,22-06-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
1644,13-07-2014,Adrice 2015 Etouffant Red Mountain Merlot
3149,25-01-2014,Adler Fels
2122,06-04-2014,Aalto Wines
3831,01-03-2014,Aces 2010 Seven Deuce White
3583,21-03-2014,A Blooming Hill 2009 Pinot Gris
3848,28-02-2014,Albero Monastrell 2013
1264,11-12-2014,A Blooming Hill 2008 Mingle
2060,25-05-2014,Adrice 2015 Etouffant Red Mountain Merlot
4116,12-10-2014,A&D Monólogo Sauvignon Blanc P704
4727,12-04-2014,A Blooming Hill 2009 Pinot Gris
1692,04-05-2014,A Blooming Hill 2009 Pinot Gris
4370,12-02-2014,A Blooming Hill 2009 Pinot Gris
1355,29-03-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2549,20-08-2014,A Blooming Hill 2009 Pinot Gris
2612,11-06-2014,Aalto Wines
1094,11-12-2014,A&D Monólogo Malvasia Fina P70
2932,10-11-2014,A Blooming Hill 2008 Pinot Noir
4402,09-10-2014,Adair 2011 Mountain White
3942,06-05-2014,Air Wine
2644,29-03-2014,A&D Monólogo Avesso P67 Essência
3116,12-03-2014,Aces 2009 Seven Deuce Red
1188,04-07-2014,A&D Liv Rosé
1387,31-05-2014,A Blooming Hill 2009 Pinot Noir
4468,12-03-2014,Adastra 2012 Chardonnay
1652,06-12-2014,Ad Hoc 'Mixmaster' Blended White
1234,16-03-2014,A&D Monólogo Sauvignon Blanc P704
3480,31-08-2014,Ad Hoc 'Mixmaster' Blended Red
3946,19-04-2014,A Blooming Hill 2008 Pinot Noir
2784,10-08-2014,Aalto Wines
3743,13-08-2014,A Blooming Hill 2008 Pinot Noir
2313,02-05-2014,A Blooming Hill 2009 Pinot Gris
2746,17-01-2014,A&D Monólogo Malvasia Fina P70
4543,11-05-2014,A&D Singular
1692,11-11-2014,AA Badenhorst Family Wines
4163,16-02-2014,A Blooming Hill 2009 Pinot Gris
1379,21-09-2014,A&D Monólogo Arinto P24
1442,01-10-2014,A&D Liv
3517,21-08-2014,A Gust of Sun 2010 Niagara
2177,29-06-2014,A&D Monólogo Avesso P67
2086,08-01-2014,A&D Monólogo Sauvignon Blanc P704
1169,01-11-2014,Aces 2010 Seven Deuce White
4113,13-03-2014,A Blooming Hill 2009 Pinot Gris
4807,03-04-2014,Adastra 2012 Chardonnay
3688,09-02-2014,Albet i Noya Syrah Rosat
4252,25-12-2014,Abel Charlot Brut NV
1136,25-05-2014,Alba Vineyard Wines
3590,31-10-2014,A&D Liv
3523,16-10-2014,A&D Monólogo Arinto P24
2801,10-10-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
3264,11-10-2014,A&D Monólogo Sauvignon Blanc P704
4033,18-03-2014,Albero Monastrell 2013
4944,26-08-2014,Adair 2011 Mountain White
1740,13-07-2014,Adler Fels
1108,25-06-2014,Aces 2007 Pocket Aces Reserve
3327,03-08-2014,Aces 2007 Pocket Aces Reserve
2148,06-12-2014,A Grower's Touch Chadronnay
1932,02-06-2014,Ad Hoc 'The Riddler' Sparkling Wine
1943,16-09-2014,Adastra 2011 Merlot
1416,04-03-2014,AA Badenhorst Family Wines
1592,28-11-2014,A Blooming Hill 2009 Pinot Gris
1452,31-05-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
2138,12-12-2014,A&D Casa Do Arrabalde
3482,30-07-2014,A&D Singular
3499,13-06-2014,Aalto Wines
1668,25-07-2014,Acacia Wine
2298,15-04-2014,Aces 2010 Seven Deuce White
1214,08-07-2014,Albet i Noya Fenisi
1937,18-04-2014,A Blooming Hill 2008 Pinot Noir
2312,14-02-2014,A Blooming Hill 2009 Chardonnay
2469,17-06-2014,Adrice 2016 Fool's Gold Bourbon Syrah
4826,02-03-2014,A Blooming Hill 2008 Pinot Noir
2127,16-04-2014,A&D Singular
3409,15-05-2014,Aceviño Rosé
1162,05-04-2014,Abbazia Prosecco Spumante
4723,28-08-2014,A&D Monólogo Sauvignon Blanc P704
2254,02-03-2014,Adler Fels
3684,28-08-2014,A&D Monólogo Sauvignon Blanc P704
2746,03-08-2014,Ad Hoc 'Mixmaster' Blended White
1275,10-06-2014,A Grower's Touch Chadronnay
1654,26-11-2014,A Blooming Hill 2009 Chardonnay
4463,08-06-2014,A Blooming Hill 2009 Chardonnay
2658,28-09-2014,A&D Monólogo Sauvignon Blanc P704
3018,17-11-2014,A Blooming Hill 2008 Mingle
3934,24-09-2014,A&D Liv
1426,03-10-2014,A&D Monólogo Arinto P24
2898,10-06-2014,A Blooming Hill 2009 Pinot Noir
2004,09-05-2014,A Blooming Hill 2008 Mingle
2551,11-01-2014,A Blooming Hill 2009 Pinot Gris
1816,21-08-2014,Adastra 2010 Merlot
3992,12-04-2014,A&D Liv
1211,12-12-2014,Ad Hoc 'Middle of Everywhere' Shiraz
3356,26-06-2014,A Blooming Hill 2009 Pinot Gris
4690,17-12-2014,A Blooming Hill 2009 Pinot Noir
2540,11-11-2014,Abbazia Prosecco Spumante
1948,04-01-2014,A Blooming Hill 2009 Pinot Gris
2146,22-10-2014,A Blooming Hill 2008 Pinot Noir
4406,16-08-2014,Aces 2009 Pocket Kings Red Wine
4769,20-08-2014,Alasia Brachetto d’Acqui DOCG
2371,07-09-2014,Adair 2011 Mountain White
2986,28-03-2014,A&D Quinta Dos Espinhosos
4084,23-04-2014,A Portela Mencía
2218,13-05-2014,A&D Monólogo Avesso P67 Essência
4649,19-09-2014,AA Badenhorst Family Wines
2722,26-07-2014,A&D Monólogo Sauvignon Blanc P704
1259,24-06-2014,A Portela Mencía
3129,02-04-2014,Alasia Piemonte DOC Barbera 
1223,20-09-2014,A to Z Wine
1457,12-05-2014,A&D Monólogo Sauvignon Blanc P704
2987,16-04-2014,Abbazia Prosecco Spumante
3811,23-03-2014,A Blooming Hill 2009 Pinot Gris
3899,22-04-2014,Adrice 2016 La Montagna Nebbiolo
3013,12-05-2014,Adastra 2011 Merlot
1456,01-07-2014,Adastra 2009 Proximus Merlot
3616,08-10-2014,Aces 2010 Seven Deuce White
2612,30-05-2014,A Blooming Hill 2008 Mingle
3505,05-08-2014,Adair 2011 Landmark White
4221,01-06-2014,A&D Monólogo Arinto P24
4540,26-12-2014,Adnams Wine
3356,08-11-2014,A Grower's Touch Durif
3281,19-04-2014,A&D Monólogo Avesso P67
2092,17-12-2014,Adrice 2015 Etouffant Red Mountain Merlot
2620,19-04-2014,A&D Monólogo Malvasia Fina P70
4456,01-05-2014,A&D Liv
1253,01-03-2014,A&D Singular
4925,18-12-2014,A Blooming Hill 2009 Chardonnay
3663,19-12-2014,Agripunica Samas
2539,23-11-2014,Ad Hoc 'Mixmaster' Blended White
3809,11-11-2014,A Portela Mencía
3587,18-02-2014,Abbazia Prosecco Spumante
4103,22-12-2014,A&D Monólogo Avesso P67
3137,23-02-2014,A&D Monólogo Sauvignon Blanc P704
4368,22-05-2014,Abacela Wines
4660,23-01-2014,A&D Quinta Dos Espinhosos
3967,07-03-2014,A&D Casa Do Arrabalde
4193,30-04-2014,Albet i Noya Fondos
4243,29-12-2014,A Grower's Touch Cabernet Sauvignon
1495,10-11-2014,Adler Fels
4813,15-05-2014,Aces 2010 Seven Deuce White
2445,29-10-2014,A Gust of Sun (except 2010 Niagara)
2213,25-08-2014,A&D Monólogo Avesso P67
4591,11-07-2014,Aalto Wines
4663,24-02-2014,A Portela Mencía
4526,28-10-2014,Adair 2012 Black Currant Kir Rouge
4367,28-09-2014,A&D Monólogo Sauvignon Blanc P704
4877,19-05-2014,Ad Hoc 'Mixmaster' Blended White
4814,18-01-2014,Adastra 2010 Merlot
3145,15-08-2014,A Blooming Hill 2008 Mingle
1589,27-08-2014,A&D Monólogo Malvasia Fina P70
2273,13-11-2014,A&D Monólogo Arinto P24
4339,20-11-2014,A Blooming Hill 2008 Pinot Noir
2954,28-05-2014,A Portela Mencía
2935,04-02-2014,A&D Singular
1618,14-05-2014,A&D Monólogo Sauvignon Blanc P704
1745,22-03-2014,A Blooming Hill 2008 Mingle
1689,09-12-2014,A Blooming Hill 2009 Pinot Noir
2560,01-12-2014,Adelsheim Stoller Chardonnay (all vintages)
1779,13-01-2014,A Grower's Touch Chadronnay
1822,24-01-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1711,23-05-2014,Adirondack Wines
1020,12-08-2014,AA Badenhorst Family Wines
4538,19-08-2014,A Blooming Hill 2009 Pinot Gris
3138,24-05-2014,A Blooming Hill 2009 Pinot Gris
4030,20-05-2014,A&D Monólogo Chardonnay P706
4453,07-11-2014,A Blooming Hill 2008 Pinot Noir
1167,01-11-2014,A Blooming Hill 2009 Pinot Noir
3302,10-03-2014,AA Badenhorst Family Wines
4398,12-03-2014,Ad Hoc 'The Riddler' Sparkling Wine
1731,26-10-2014,A Blooming Hill 2009 Pinot Gris
2796,16-02-2014,Adler Fels
3102,28-11-2014,Adelsheim Stoller Chardonnay (all vintages)
1801,06-12-2014,AA Badenhorst Family Wines
2909,23-07-2014,A Blooming Hill 2009 Pinot Noir
4256,09-05-2014,A Blooming Hill 2008 Pinot Noir
3751,11-01-2014,Ad Hoc 'The Riddler' Sparkling Wine
3758,14-06-2014,A Blooming Hill 2008 Pinot Noir
2218,06-09-2014,A&D Monólogo Chardonnay P706
1320,07-01-2014,Albero Rose
2116,13-02-2014,A Portela Mencía
3594,05-11-2014,Ad Hoc 'The Riddler' Sparkling Wine
3989,18-10-2014,A Gust of Sun (except 2010 Niagara)
4864,03-12-2014,A Blooming Hill 2008 Pinot Noir
2100,20-03-2014,A&D Casa Do Arrabalde
1263,19-10-2014,Aces 2009 Seven Deuce Red
1286,02-07-2014,Alasia Moscato Secco IGT Provincia di Pavia
2870,04-09-2014,A&D Quinta Dos Espinhosos
3256,17-12-2014,Adair Kir Peche
2617,22-02-2014,A Blooming Hill 2009 Pinot Gris
1635,20-12-2014,A Blooming Hill 2008 Pinot Noir
4401,24-02-2014,Ad Hoc 'Mixmaster' Blended White
4931,18-06-2014,Aalto Wines
4641,05-09-2014,Alasia Dolcetto d’Asti DOC
1715,18-10-2014,Achard-Vincent
2536,10-06-2014,Adelsheim Caitlin’s Reserve Chardonnay (all vintages)
4108,13-09-2014,Adler Fels
4481,19-09-2014,A&D Monólogo Chardonnay P706
2196,25-03-2014,A Blooming Hill 2008 Pinot Noir
2446,24-09-2014,Albet i Noya Pinot Noir Merlot Clàssic
4797,27-01-2014,A Blooming Hill 2008 Pinot Noir
2802,28-07-2014,A Blooming Hill 2008 Pinot Noir
3255,20-11-2014,A Blooming Hill 2008 Mingle
2432,25-02-2014,Alamos Wines
4592,28-03-2014,A Blooming Hill 2008 Mingle
4148,28-09-2014,A Blooming Hill 2008 Pinot Noir
2541,12-09-2014,Aces 2010 Seven Deuce White
3570,13-07-2014,Aces 2010 Seven Deuce White
1839,10-04-2014,Aalto Wines
1793,27-10-2014,A&D Monólogo Chardonnay P706
3914,28-11-2014,Adelsheim Stoller Chardonnay (all vintages)
4995,16-03-2014,Albet i Noya Syrah Rosat
3026,29-10-2014,A&D Liv Rosé
4486,07-07-2014,A&D Monólogo Avesso P67
1413,14-12-2014,Aces 2009 Pocket Kings Red Wine
1995,02-07-2014,Aces 2009 Seven Deuce Red
1036,20-01-2014,A Portela Mencía
3104,22-01-2014,A&D Monólogo Sauvignon Blanc P704
2045,05-04-2014,A Blooming Hill 2008 Pinot Noir
1490,18-10-2014,Aceviño Reds
4246,28-06-2014,A Blooming Hill 2008 Mingle
2537,23-02-2014,Adastra 2011 Merlot
4413,07-09-2014,African Horizon Cape Red
2072,18-02-2014,Achard-Vincent
2219,13-09-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
3691,24-02-2014,Aalto Wines
4832,18-02-2014,Acacia Wine
1170,03-06-2014,A&D Casa Do Arrabalde
1198,22-03-2014,A Grower's Touch Chadronnay
1606,12-01-2014,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
3680,22-02-2014,Adelsheim Stoller Chardonnay (all vintages)
1477,14-03-2014,A to Z Wine
1197,12-05-2014,A Grower's Touch Durif
2699,07-05-2014,African Horizon Cape Red
2042,10-09-2014,A Blooming Hill 2009 Chardonnay
3898,10-11-2014,A&D Monólogo Malvasia Fina P70
4501,01-10-2014,A&D Monólogo Chardonnay P706
3233,26-10-2014,A&D Casa Do Arrabalde
4947,02-02-2014,Adair 2011 Landmark White
4314,25-10-2014,A Blooming Hill 2009 Pinot Gris
4391,30-04-2014,Albet i Noya Brut Nature Reserva
4520,11-02-2014,A Blooming Hill 2008 Pinot Noir
1075,19-06-2014,Adastra 2011 Merlot
2320,08-12-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
3019,13-12-2014,Albet i Noya Can Milà De La Roca
1516,20-02-2014,Ad Hoc 'The Riddler' Sparkling Wine
4310,04-01-2014,Adastra 2011 Pinot Noir
4788,10-02-2014,A Blooming Hill 2009 Pinot Gris
3761,07-08-2014,Albero Monastrell 2013
2172,21-06-2014,Aalto Wines
4939,16-02-2014,A Portela Mencía
3112,08-05-2014,A Blooming Hill 2008 Pinot Noir
1988,30-03-2014,Adler Fels
3744,03-11-2014,A&D Monólogo Arinto P24
3545,29-11-2014,AA Badenhorst Family Wines
1801,21-08-2014,Adrice 2016 La Montagna Nebbiolo
2014,07-09-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1818,12-04-2014,A&D Liv Rosé
4121,27-01-2014,A Blooming Hill 2008 Pinot Noir
4416,03-03-2014,A Blooming Hill 2008 Pinot Noir
4315,19-04-2014,A Blooming Hill 2009 Pinot Noir
3537,10-08-2014,Adnams Wine
1496,26-04-2014,A&D Monólogo Sauvignon Blanc P704
1424,30-01-2014,Aceviño Rosé
2870,14-12-2014,A Blooming Hill 2008 Mingle
4573,08-06-2014,A Blooming Hill 2008 Pinot Noir
4603,12-02-2014,A&D Monólogo Chardonnay P706
3248,13-05-2014,Adastra 2009 Proximus Merlot
4458,27-01-2014,A Blooming Hill 2009 Chardonnay
3517,03-01-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3469,04-02-2014,A Gust of Sun (except 2010 Niagara)
4863,03-09-2014,Aces 2010 Flush Bush
4076,18-11-2014,A Blooming Hill 2009 Pinot Noir
1457,02-12-2014,A Blooming Hill 2008 Pinot Noir
1568,09-01-2014,Adastra 2011 Pinot Noir
1231,29-09-2014,A&D Monólogo Avesso P67
4086,17-06-2014,Albet i Noya El Fanio
2311,01-02-2014,A&D Singular
3498,07-03-2014,Airlie Riesling
4249,01-03-2014,AA Badenhorst Family Wines
4741,13-04-2014,Adair 2012 Black Currant Kir Rouge
3286,18-08-2014,Agricultura Vinho Regional Alentejano
1865,29-03-2014,Adair 2012 Black Currant Kir Rouge
1991,12-03-2014,A Blooming Hill 2008 Mingle
2289,08-02-2014,Adastra 2011 Merlot
4080,10-11-2014,AA Badenhorst Family Wines
4692,18-08-2014,Aceviño Rosé
1384,24-01-2014,AA Badenhorst Family Wines
1275,19-06-2014,Adair 2012 Black Currant Kir Rouge
1536,30-07-2014,A&D Monólogo Sauvignon Blanc P704
1170,13-09-2014,A Blooming Hill 2009 Chardonnay
1978,15-10-2014,Acacia Wine
2663,15-11-2014,A Blooming Hill 2008 Mingle
3178,01-02-2014,A Gust of Sun 2010 Niagara
3039,15-10-2014,A Gust of Sun 2010 Niagara
4206,11-12-2014,A Blooming Hill 2008 Pinot Noir
3893,09-10-2014,A&D Monólogo Avesso P67 Essência
4963,29-12-2014,Adair 2011 Landmark White
1829,12-10-2014,Ad Hoc 'Mixmaster' Blended Red
1716,31-05-2014,A Blooming Hill 2008 Pinot Noir
1575,05-04-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
3900,23-01-2014,Agripunica Montessu
4076,07-04-2014,A Blooming Hill 2008 Mingle
3420,15-10-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
1887,24-05-2014,Adirondack Wines
4376,15-02-2014,A Blooming Hill 2009 Pinot Gris
4837,07-07-2014,A Blooming Hill 2009 Pinot Gris
3698,01-03-2014,A&D Monólogo Avesso P67
3288,22-04-2014,A Blooming Hill 2009 Chardonnay
3044,20-05-2014,A Blooming Hill 2009 Pinot Noir
3877,27-06-2014,A Blooming Hill 2008 Pinot Noir
2040,01-05-2014,A Blooming Hill 2009 Pinot Noir
2557,19-10-2014,A&D Monólogo Avesso P67 Essência
4672,21-11-2014,Adair Kir Peche
1559,09-08-2014,A&D Monólogo Avesso P67 Essência
4340,27-06-2014,Ad Hoc 'Mixmaster' Blended White
1393,21-07-2014,A&D Monólogo Avesso P67
3695,20-01-2014,Adnams Wine
3078,17-12-2014,A&D Monólogo Avesso P67
4937,06-09-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
1638,14-08-2014,Airlie Pinot Gris
1908,19-12-2014,Adnams Wine
2104,25-09-2014,A Blooming Hill 2008 Pinot Noir
3566,16-01-2014,A Blooming Hill 2009 Pinot Gris
2279,25-11-2014,A&D Monólogo Arinto P24
1033,18-04-2014,A Portela Mencía
3146,27-06-2014,A Blooming Hill 2009 Pinot Noir
4121,06-06-2014,A&D Monólogo Avesso P67
3798,15-02-2014,Alasia Moscato d’Asti DOCG
3939,25-09-2014,A Blooming Hill 2009 Chardonnay
3473,02-08-2014,A Blooming Hill 2008 Mingle
1750,17-07-2014,A&D Monólogo Sauvignon Blanc P704
3994,02-12-2014,Albero Monastrell 2013
3916,24-05-2014,AA Badenhorst Family Wines
3779,27-09-2014,Adastra 2009 Proximus Merlot
2547,12-02-2014,Aces 2010 Seven Deuce White
4392,17-01-2014,A&D Quinta Dos Espinhosos
3554,05-11-2014,Agricultura Vinho Regional Alentejano
4534,15-10-2014,Aces 2010 Seven Deuce White
2040,31-07-2014,AA Badenhorst Family Wines
4575,03-05-2014,A Blooming Hill 2009 Pinot Noir
3086,14-04-2014,A Blooming Hill 2009 Pinot Noir
4479,02-07-2014,A&D Monólogo Chardonnay P706
3022,24-04-2014,A Blooming Hill 2008 Pinot Noir
3248,09-11-2014,Aces 2010 Seven Deuce White
4501,08-09-2014,A Gust of Sun (except 2010 Niagara)
1023,17-05-2014,A Gust of Sun (except 2010 Niagara)
4380,13-11-2014,Adastra 2011 Merlot
1829,19-04-2014,A Blooming Hill 2009 Chardonnay
3745,25-03-2014,A&D Monólogo Sauvignon Blanc P704
1127,05-04-2014,A Grower's Touch Chadronnay
4943,22-10-2014,A&D Monólogo Chardonnay P706
3294,22-11-2014,Aceviño Rosé
2031,08-01-2014,A Blooming Hill 2009 Pinot Noir
1641,17-08-2014,A Blooming Hill 2009 Pinot Gris
1114,04-09-2014,A&D Monólogo Sauvignon Blanc P704
1910,01-10-2014,Adrice 2014 Pardonné Pinot Noir
4340,27-10-2014,Albero Monastrell 2013
2937,10-01-2014,A Blooming Hill 2009 Pinot Noir
2727,01-01-2014,A&D Monólogo Malvasia Fina P70
2812,08-12-2014,Adler Fels
4659,22-04-2014,Aceviño Rosé
4091,06-06-2014,A Blooming Hill 2009 Pinot Gris
2915,04-11-2014,A Grower's Touch Chadronnay
2795,03-05-2014,A Blooming Hill 2009 Pinot Noir
1781,24-01-2014,A Blooming Hill 2008 Mingle
2476,24-08-2014,A Blooming Hill 2009 Chardonnay
3405,20-08-2014,A Blooming Hill 2008 Pinot Noir
3243,02-01-2014,A Blooming Hill 2008 Pinot Noir
4972,21-12-2014,A Grower's Touch Chadronnay
1574,12-02-2014,Agala Wine
2579,25-10-2014,Adastra 2009 Proximus Merlot
4322,03-04-2014,Abbazia Prosecco Spumante
2784,24-12-2014,Abbazia Prosecco Spumante
1435,17-04-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1471,21-08-2014,A Blooming Hill 2008 Mingle
2761,24-07-2014,Adnams Wine
2807,13-10-2014,Adastra 2011 Merlot
4561,18-06-2014,A Blooming Hill 2008 Pinot Noir
2184,18-12-2014,Adastra 2012 Chardonnay
2053,19-08-2014,A Blooming Hill 2009 Pinot Noir
4400,21-01-2014,A Blooming Hill 2009 Pinot Noir
3429,10-03-2014,A Portela Mencía
2771,08-05-2014,Alasia Moscato Secco IGT Provincia di Pavia
1268,19-10-2014,Adirondack Wines
3235,22-10-2014,A Blooming Hill 2008 Pinot Noir
3816,19-05-2014,A&D Monólogo Sauvignon Blanc P704
2697,17-02-2014,Aalto Wines
4960,19-10-2014,A&D Monólogo Sauvignon Blanc P704
4334,29-01-2014,Ad Hoc 'Mixmaster' Blended White
1462,18-01-2014,Adrice 2015 Etouffant Red Mountain Merlot
1613,19-11-2014,A Blooming Hill 2009 Pinot Gris
3120,08-11-2014,A Grower's Touch Durif
3396,24-10-2014,Agala Wine
4403,30-04-2014,A Blooming Hill 2008 Mingle
2432,19-01-2014,A Blooming Hill 2008 Mingle
4397,27-12-2014,A Blooming Hill 2009 Pinot Noir
4700,06-02-2014,A Blooming Hill 2008 Pinot Noir
2559,27-10-2014,A Grower's Touch Chadronnay
3759,29-08-2014,Achard-Vincent
4470,13-06-2014,A Blooming Hill 2008 Mingle
1636,20-05-2014,A&D Monólogo Sauvignon Blanc P704
4870,21-02-2014,A&D Monólogo Malvasia Fina P70
3125,05-10-2014,A Blooming Hill 2008 Mingle
1929,15-11-2014,A Gust of Sun 2010 Niagara
2871,21-04-2014,Achard-Vincent
3278,29-11-2014,Adrice 2017 Vivant Sauvignon Blanc
2656,05-06-2014,A&D Monólogo Arinto P24
3850,07-01-2014,A Blooming Hill 2009 Pinot Noir
1789,01-01-2014,A&D Monólogo Malvasia Fina P70
2390,18-01-2014,A Blooming Hill 2009 Pinot Gris
1162,18-01-2014,Adrice 2016 La Montagna Nebbiolo
4426,24-04-2014,A Blooming Hill 2008 Pinot Noir
2339,28-03-2014,A&D Monólogo Chardonnay P706
2277,24-07-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3863,05-04-2014,Ad Hoc 'Mixmaster' Blended Red
4596,22-04-2014,Ad Hoc 'Mixmaster' Blended Red
4066,02-12-2014,A Blooming Hill 2008 Pinot Noir
4312,19-07-2014,A&D Monólogo Sauvignon Blanc P704
2804,05-07-2014,A Blooming Hill 2009 Pinot Noir
2981,05-06-2014,A Portela Mencía
1682,27-04-2014,Adastra 2009 Proximus Merlot
4586,16-08-2014,A Blooming Hill 2009 Pinot Noir
2011,16-04-2014,Albero Rose
2147,24-04-2014,A Blooming Hill 2008 Mingle
3476,30-06-2014,Adair 2011 Mountain White
3734,16-12-2014,Adrice 2015 Etouffant Red Mountain Merlot
4505,27-11-2014,Alasia Piemonte DOC Barbera 
1333,26-06-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3990,16-05-2014,Adrice 2015 Etouffant Red Mountain Merlot
3137,13-07-2014,A Blooming Hill 2009 Pinot Gris
2949,25-03-2014,A&D Monólogo Arinto P24
4838,09-08-2014,Albet i Noya Solc
3303,21-12-2014,A&D Monólogo Sauvignon Blanc P704
1803,06-04-2014,Adastra 2012 Chardonnay
2348,22-11-2014,A&D Singular
2193,05-01-2014,A Blooming Hill 2008 Pinot Noir
2693,21-05-2014,Adrice 2016 La Montagna Nebbiolo
2885,26-12-2014,A Gust of Sun 2010 Niagara
2629,29-04-2014,Adastra 2012 Chardonnay
1966,10-10-2014,A Blooming Hill 2008 Pinot Noir
4638,11-08-2014,A&D Monólogo Sauvignon Blanc P704
4695,11-05-2014,A Blooming Hill 2009 Pinot Gris
3523,04-05-2014,A&D Monólogo Chardonnay P706
3592,20-12-2014,AA Badenhorst Family Wines
1871,14-12-2014,A Blooming Hill 2008 Mingle
4387,06-09-2014,Adrice 2016 La Montagna Nebbiolo
1078,28-08-2014,A Gust of Sun (except 2010 Niagara)
2989,10-09-2014,A Grower's Touch Chadronnay
1237,22-02-2014,Adair 2011 Landmark Red
2043,03-02-2014,A Blooming Hill 2009 Pinot Gris
3936,27-06-2014,A Blooming Hill 2009 Pinot Gris
4338,14-04-2014,A Blooming Hill 2008 Mingle
4270,01-07-2014,Albet i Noya Merlot Rosat
1950,09-09-2014,A Blooming Hill 2009 Pinot Gris
2940,11-01-2014,A Grower's Touch Chadronnay
1287,08-11-2014,Albero Monastrell 2013
1990,07-03-2014,A Blooming Hill 2009 Pinot Noir
1346,09-04-2014,Adair 2011 Landmark White
1404,28-09-2014,A Blooming Hill 2009 Pinot Noir
3980,31-05-2014,A Blooming Hill 2009 Chardonnay
2917,27-05-2014,A&D Monólogo Avesso P67
4196,06-11-2014,A Blooming Hill 2009 Pinot Noir
4941,13-04-2014,Adastra 2009 Proximus Merlot
2085,03-01-2014,Aces 2010 Seven Deuce White
4624,21-08-2014,A Portela Mencía
3864,01-05-2014,A Blooming Hill 2009 Pinot Gris
3697,04-10-2014,A Blooming Hill 2008 Pinot Noir
4624,13-08-2014,Abacela Wines
2673,22-04-2014,Abacela Wines
3943,03-04-2014,Adrice 2014 Santé Syrah
2432,24-08-2014,A Blooming Hill 2008 Pinot Noir
2901,20-06-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4440,01-03-2014,A&D Liv Rosé
4934,13-10-2014,A&D Monólogo Sauvignon Blanc P704
4256,19-05-2014,A&D Liv
1246,13-06-2014,A Blooming Hill 2008 Mingle
2305,18-10-2014,A Blooming Hill 2008 Mingle
4308,22-10-2014,A&D Liv
2262,10-09-2014,A Blooming Hill 2008 Pinot Noir
4963,09-02-2014,A Blooming Hill 2009 Pinot Gris
4550,14-01-2014,A Gust of Sun (except 2010 Niagara)
1734,07-11-2014,Alasia Brachetto d’Acqui DOCG
1050,10-10-2014,Adler Fels
2788,17-02-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1227,08-05-2014,A&D Monólogo Avesso P67
2374,17-05-2014,AA Badenhorst Family Wines
3131,31-01-2014,Alasia Moscato Secco IGT Provincia di Pavia
1722,13-11-2014,AA Badenhorst Family Wines
3044,08-04-2014,Aces 2010 Seven Deuce White
4849,14-03-2014,Adastra 2012 Chardonnay
1418,30-06-2014,A Grower's Touch Chadronnay
